PARAMETERS,STATUS,SCORE,NETPROFITAMOUNT,NETPROFITPERCENT,MAXDRAWDOWNAMOUNT,MAXDRAWDOWNPERCENT,CLOSEDTRADES,PERCENTPROFITABLE,PROFITFACTOR,AVERAGETRADEAMOUNT,AVERAGETRADEPERCENT,AVGERAGEBARSINTRADES,SHARPERATIO,SORTINORATIO,EXPOSUREPERCENT,RETURNVSBUYHOLDPCTPOINTS,LOOKBACK DAYS,VOLATILITY MULTIPLIER ENTER,VOLATILITY MULTIPLIER EXIT,TARGET DAILY VOLATILITY,EXIT MODE,STOPLOSS LADDER STEP0,STOPLOSS LADDER STEP1,STOPLOSS LADDER RATIO0,TAKEPROFIT LADDER STEP0,ITERATION,SKIPREASON
"30, 0.5, 0.25, 0.02, vwap, -0.02, -0.026, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.25,0.02,vwap,-0.02,-0.026,0.9,0.03,11,
"30, 0.5, 0.2, 0.02, vwap, -0.02, -0.026, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.2,0.02,vwap,-0.02,-0.026,0.9,0.03,12,
"30, 0.5, 0.25, 0.02, vwap, -0.02, -0.025, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.25,0.02,vwap,-0.02,-0.025,0.9,0.03,13,
"30, 0.5, 0.2, 0.02, vwap, -0.02, -0.027, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.2,0.02,vwap,-0.02,-0.027,0.9,0.03,14,
"30, 0.5, 0.25, 0.02, vwap, -0.02, -0.027, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.25,0.02,vwap,-0.02,-0.027,0.9,0.03,15,
"30, 0.5, 0.2, 0.02, vwap, -0.02, -0.026, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.2,0.02,vwap,-0.02,-0.026,0.9,0.03,16,
"30, 0.5, 0.1, 0.005, vwap, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.9609,+562.58,+56.26%,153.89,13.31%,335,35.22%,1.388,+1.68,+0.17%,16.69,1.961,1.479,28.64%,+82.53,30,0.5,0.1,0.005,vwap,-0.02,-0.03,0.9,0.03,17,
"30, 0.5, 0.25, 0.02, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,1.9804,"+3,205.65",+320.56%,"1,239.02",46.54%,335,34.33%,1.300,+9.57,+0.96%,16.69,1.980,1.496,28.64%,+346.84,30,0.5,0.25,0.02,vwap,-0.02,-0.023,0.9,0.03,18,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.028, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.028,0.9,0.03,19,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.028, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.028,0.9,0.03,20,
"30, 0.5, 0.3, 0.005, combined, -0.02, -0.029, 0.9, 0.03",COMPLETED,1.9636,+564.11,+56.41%,154.04,13.31%,336,34.23%,1.388,+1.68,+0.17%,16.63,1.964,1.483,28.63%,+82.68,30,0.5,0.3,0.005,combined,-0.02,-0.029,0.9,0.03,21,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.028, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.028,0.9,0.03,22,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.028, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.028,0.9,0.03,23,
"30, 0.5, 0.35, 0.02, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.35,0.02,combined,-0.02,-0.03,0.9,0.03,24,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.03,0.9,0.03,25,
"30, 0.5, 0.4, 0.02, combined, -0.02, -0.028, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.4,0.02,combined,-0.02,-0.028,0.9,0.03,26,
"30, 0.5, 0.35, 0.02, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.35,0.02,combined,-0.02,-0.03,0.9,0.03,27,
"30, 0.5, 0.45, 0.02, combined, -0.02, -0.029, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.45,0.02,combined,-0.02,-0.029,0.9,0.03,28,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.024, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.024,0.9,0.03,29,
"30, 0.5, 0.25, 0.005, ladder, -0.002, -0.01, 0.9, 0.03",COMPLETED,-0.5690,-0.45,-0.05%,1.13,0.11%,2,0.00%,0.000,-0.23,-0.02%,35.50,-0.569,-0.049,87.22%,+26.23,30,0.5,0.25,0.005,ladder,-0.002,-0.01,0.9,0.03,30,
"30, 0.5, 0.35, 0.02, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.35,0.02,combined,-0.02,-0.03,0.9,0.03,31,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.028, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.028,0.9,0.03,32,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.029, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.029,0.9,0.03,33,
"30, 0.5, 0.4, 0.02, combined, -0.02, -0.025, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.4,0.02,combined,-0.02,-0.025,0.9,0.03,34,
"30, 0.5, 0.3, 0.02, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.3,0.02,combined,-0.02,-0.03,0.9,0.03,35,
"30, 0.5, 0.35, 0.02, combined, -0.02, -0.027, 0.9, 0.03",COMPLETED,1.9867,"+3,234.72",+323.47%,"1,247.59",46.54%,336,36.31%,1.301,+9.63,+0.96%,16.63,1.987,1.502,28.63%,+349.75,30,0.5,0.35,0.02,combined,-0.02,-0.027,0.9,0.03,36,
"30, 3, 1.8, 0.02, time_only, -0.002, -0.013, 0.1, 0.03",SKIPPED_MIN_TRADES,,,,,,0,,,,,,,,,,30,3,1.8,0.02,time_only,-0.002,-0.013,0.1,0.03,37,closed_trades 0 < min_closed_trades 1
"5, 0.5, 0.4, 0.005, combined, -0.02, -0.024, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.4,0.005,combined,-0.02,-0.024,0.9,0.03,38,
"5, 0.5, 0.4, 0.005, ladder, -0.02, -0.021, 0.1, 0.005",COMPLETED,1.3756,+80.66,+8.07%,35.63,3.26%,10,70.00%,3.800,+8.07,+0.81%,35.20,1.376,0.285,95.86%,+34.34,5,0.5,0.4,0.005,ladder,-0.02,-0.021,0.1,0.005,39,
"5, 3, 2, 0.005, combined, -0.002, -0.005, 0.9, 0.03",COMPLETED,1.7994,+68.74,+6.87%,15.93,1.49%,5,60.00%,47.193,+13.75,+1.37%,11.20,1.799,0.174,0.29%,+33.15,5,3,2,0.005,combined,-0.002,-0.005,0.9,0.03,40,
"5, 0.5, 0.35, 0.005, time_only, -0.02, -0.024, 0.1, 0.005",COMPLETED,-0.4869,-395.87,-39.59%,682.01,62.26%,182,59.34%,0.779,-2.18,-0.22%,55.93,-0.487,-0.365,52.14%,-13.31,5,0.5,0.35,0.005,time_only,-0.02,-0.024,0.1,0.005,41,
"5, 0.5, 0.25, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.25,0.005,combined,-0.02,-0.03,0.9,0.03,42,
"5, 0.5, 0.25, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.25,0.005,combined,-0.02,-0.03,0.9,0.03,43,
"5, 0.5, 0.15, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.15,0.005,combined,-0.02,-0.03,0.9,0.03,44,
"5, 0.5, 0.15, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.15,0.005,combined,-0.02,-0.03,0.9,0.03,45,
"5, 0.5, 0.15, 0.005, ladder, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.2400,+64.03,+6.40%,35.06,3.26%,9,66.67%,3.315,+7.11,+0.71%,39.89,1.240,0.256,95.87%,+32.68,5,0.5,0.15,0.005,ladder,-0.02,-0.03,0.9,0.03,46,
"5, 3, 0.9, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.7994,+68.74,+6.87%,15.93,1.49%,5,60.00%,47.193,+13.75,+1.37%,11.20,1.799,0.174,0.29%,+33.15,5,3,0.9,0.005,combined,-0.02,-0.03,0.9,0.03,47,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,48,
"5, 0.5, 0.1, 0.005, time_only, -0.02, -0.03, 0.9, 0.005",COMPLETED,-0.4869,-395.87,-39.59%,682.01,62.26%,182,59.34%,0.779,-2.18,-0.22%,55.93,-0.487,-0.365,52.14%,-13.31,5,0.5,0.1,0.005,time_only,-0.02,-0.03,0.9,0.005,49,
"5, 0.5, 0.2, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.2,0.005,combined,-0.02,-0.03,0.9,0.03,50,
"5, 0.5, 0.15, 0.005, combined, -0.002, -0.022, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.15,0.005,combined,-0.002,-0.022,0.9,0.03,51,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,52,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,53,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,54,
"5, 0.5, 0.2, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.2,0.005,combined,-0.02,-0.03,0.9,0.03,55,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,56,
"5, 0.5, 0.15, 0.005, ladder, -0.02, -0.03, 0.9, 0.03",COMPLETED,1.2400,+64.03,+6.40%,35.06,3.26%,9,66.67%,3.315,+7.11,+0.71%,39.89,1.240,0.256,95.87%,+32.68,5,0.5,0.15,0.005,ladder,-0.02,-0.03,0.9,0.03,57,
"5, 0.5, 0.2, 0.005, combined, -0.02, -0.029, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.2,0.005,combined,-0.02,-0.029,0.9,0.03,58,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,59,
"5, 0.5, 0.25, 0.005, time_only, -0.02, -0.03, 0.9, 0.03",COMPLETED,-0.4869,-395.87,-39.59%,682.01,62.26%,182,59.34%,0.779,-2.18,-0.22%,55.93,-0.487,-0.365,52.14%,-13.31,5,0.5,0.25,0.005,time_only,-0.02,-0.03,0.9,0.03,60,
"5, 0.5, 0.2, 0.005, combined, -0.02, -0.03, 0.1, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.2,0.005,combined,-0.02,-0.03,0.1,0.03,61,
"5, 0.5, 0.2, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.2,0.005,combined,-0.02,-0.03,0.9,0.03,62,
"5, 0.5, 0.15, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.15,0.005,combined,-0.02,-0.03,0.9,0.03,63,
"5, 0.5, 0.25, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.25,0.005,combined,-0.02,-0.03,0.9,0.03,64,
"5, 0.5, 0.2, 0.005, combined, -0.02, -0.027, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.2,0.005,combined,-0.02,-0.027,0.9,0.03,65,
"5, 0.5, 0.15, 0.005, combined, -0.02, -0.029, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.15,0.005,combined,-0.02,-0.029,0.9,0.03,66,
"5, 0.5, 0.1, 0.005, combined, -0.02, -0.03, 0.9, 0.03",COMPLETED,2.9946,"+2,317.50",+231.75%,431.14,17.18%,472,36.86%,1.655,+4.91,+0.49%,15.03,2.995,2.200,36.33%,+258.02,5,0.5,0.1,0.005,combined,-0.02,-0.03,0.9,0.03,67,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.025, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.025,0.9,0.03,68,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,69,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,70,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,71,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,72,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,73,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,74,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,75,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,76,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,77,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,78,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.023, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.023,0.9,0.03,79,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,80,
"5, 3, 1.8, 0.005, vwap, -0.02, -0.025, 0.9, 0.03",COMPLETED,1.7994,+68.74,+6.87%,15.93,1.49%,5,60.00%,47.193,+13.75,+1.37%,11.20,1.799,0.174,0.29%,+33.15,5,3,1.8,0.005,vwap,-0.02,-0.025,0.9,0.03,81,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.021, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.021,0.9,0.03,82,
"5, 0.5, 0.25, 0.005, vwap, -0.02, -0.022, 0.9, 0.03",COMPLETED,3.0194,"+2,353.55",+235.35%,435.83,17.18%,471,36.94%,1.658,+5.00,+0.50%,15.06,3.019,2.219,36.34%,+261.63,5,0.5,0.25,0.005,vwap,-0.02,-0.022,0.9,0.03,83,
