iteration,status,skip_reason,score,param_volatility_multiplier_enter,param_stoploss_ladder_step0,param_volatility_multiplier_exit,param_stoploss_ladder_step1,param_lookback_days,param_target_daily_volatility,param_exit_mode,param_stoploss_ladder_ratio0,param_takeprofit_ladder_step0,closed_trades,symbol,strategy,initial_capital,final_equity,open_pnl,total_pnl,total_pnl_pct,total_net_pnl,return_pct,winning_trades,losing_trades,breakeven_trades,win_rate_pct,gross_profit,gross_loss,profit_factor,commission_paid,average_trade,average_winning_trade,average_losing_trade,average_win_loss_ratio,average_bars_held,average_winning_bars_held,average_losing_bars_held,best_trade,worst_trade,max_drawdown,max_drawdown_pct,max_drawdown_period_bars,max_drawdown_period_days,buy_hold_pnl,buy_hold_return_pct,return_vs_buy_hold_pct_points,strategy_outperformance_pnl,cagr_pct,required_account_size,return_on_required_account_pct,net_profit_to_max_drawdown_pct,max_position_value,average_position_value,capital_efficiency_pct,exposure_bars,exposure_pct,bars,start,end,long_closed_trades,long_net_pnl,long_gross_profit,long_gross_loss,long_profit_factor,long_win_rate_pct,short_closed_trades,short_net_pnl,short_gross_profit,short_gross_loss,short_profit_factor,short_win_rate_pct,max_trade_runup,max_trade_runup_pct,max_trade_drawdown,max_trade_drawdown_pct,average_trade_runup,average_trade_drawdown,sharpe_ratio,sortino_ratio
1,COMPLETED,,0.4389801392532505,2.0,-0.008,1.2,-0.028,20,0.01,time_only,0.5,0.012,21,NVS,noise_boundary_intraday,1000.0,1134.1834470086997,0.0,134.18344700869966,13.418344700869966,134.18344700869972,13.418344700869966,12,9,0,57.14285714285714,364.7334592570985,-230.55001224839873,1.5820144865753818,0.0,6.389687952795224,30.394454938091542,-25.616668027599857,1.1865108649315363,38.95238095238095,33.25,46.55555555555556,83.06088025620161,-61.52606674999985,-148.0574273136009,-13.596681020928278,33812,645.217773679703,122.05847397195146,12.205847397195146,1.2124973036748194,12.124973036748202,4.292352842111535,1148.0574273136008,11.687868900659653,90.62932501487097,32073.310891700003,8623.134940463156,0.4183648126063093,818,1.4264787946428572,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,5,-66.65920328340115,76.69013509999937,-143.34933838340052,0.534987715777835,20.0,16,200.8426502921009,288.04332415709916,-87.20067386499822,3.3032236035588465,68.75,,,,,,,0.4389801392532505,0.07389387472326665
2,COMPLETED,,0.26918379020919586,2.4000000000000004,-0.009000000000000001,1.9200000000000004,-0.013000000000000001,6,0.018000000000000002,combined,0.8,0.01,20,NVS,noise_boundary_intraday,1000.0,1104.3281792974008,-4.860112312599088e-14,104.32817929740077,10.432817929740077,104.32817929740074,10.432817929740077,9,6,5,45.0,405.06310796020347,-300.7349286628027,1.3469107488155396,0.0,5.216408964870037,45.00701199557816,-50.12248811046712,0.8979404992103597,22.4,34.0,23.0,121.80238282499899,-69.33931332000263,-269.8354110250052,-25.971145484060937,33905,646.9924469599648,122.05847397195146,12.205847397195146,-1.7730294674550695,-17.73029467455069,3.3678578392819514,1269.8354110250052,8.215882026253114,38.6636353253624,96312.30620148001,389.66242231120185,0.10832279218727456,31823,55.49490792410714,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,9,214.88180421739696,300.91260927019744,-86.03080505280045,3.4977309474846328,66.66666666666666,11,-110.55362491999622,104.15049869000607,-214.70412361000228,0.4850884880030971,27.27272727272727,,,,,,,0.26918379020919586,0.03148741109204769
3,COMPLETED,,-0.06693337494256177,0.9,-0.017,0.63,-0.028,16,0.009000000000000001,time_only,0.5,0.025,228,NVS,noise_boundary_intraday,1000.0,708.6130015423983,0.0,-291.38699845760175,-29.138699845760176,-291.3869984576015,-29.138699845760176,119,103,6,52.19298245614035,2878.3407993609067,-3169.7277978185084,0.9080719175135031,0.0,-1.2780131511298312,24.187737809755518,-30.77405628950008,0.7859782143184103,40.37719298245614,42.7563025210084,38.77669902912621,104.25875245000027,-262.95610185000106,-705.7359563387943,-60.07038180421899,41242,787.0008110167488,122.05847397195146,12.205847397195146,-41.34454724295532,-413.4454724295532,-10.860783765335103,1705.7359563387943,-17.082772827456672,-41.288387794389045,31867.45165675,6913.74786541446,-0.9143718223728173,9206,16.053989955357142,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,102,-192.06176923219925,1271.0569157955063,-1463.1186850277052,0.8687312442950846,58.82352941176471,126,-99.32522922540224,1607.2838835654006,-1706.609112790803,0.9417996608122075,46.82539682539682,,,,,,,-0.06693337494256177,-0.034406492652209145
4,COMPLETED,,-0.17457524525606238,1.0,-0.011,0.4,-0.012,20,0.007,ladder,0.30000000000000004,0.007,177,NVS,noise_boundary_intraday,1000.0,778.5099320274201,0.0,-221.49006797257994,-22.149006797257993,-221.49006797257994,-22.149006797257993,82,91,4,46.32768361581921,1984.8948706300046,-2206.3849386025845,0.8996140410055279,0.0,-1.2513563162292651,24.20603500768298,-24.245988336292136,0.9983521674573541,38.152542372881356,41.91463414634146,35.68131868131868,95.95185120000025,-263.0460826700009,-538.9771763963037,-42.977777424097034,17552,334.93618725973465,122.05847397195146,12.205847397195146,-34.35485419445314,-343.5485419445314,-8.017415111782489,1538.9771763963035,-14.39203071816991,-41.0945171098898,29393.450197225004,6376.199043261689,-0.7535354525801483,6738,11.750139508928571,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,79,-263.6149229340891,699.9700465583031,-963.5849694923921,0.7264227532804305,51.89873417721519,98,42.1248549615093,1284.9248240717013,-1242.7999691101923,1.0338951207020621,41.83673469387755,,,,,,,-0.17457524525606238,-0.076438770277312
5,COMPLETED,,0.8155449510938244,2.2,-0.012,1.7600000000000002,-0.022000000000000002,5,0.019,vwap,0.5,0.009000000000000001,71,NVS,noise_boundary_intraday,1000.0,2323.2842538044933,0.0,1323.2842538044933,132.32842538044935,1323.2842538044933,132.32842538044935,36,27,8,50.70422535211267,2847.148170772391,-1523.8639169678981,1.8683742944957265,0.0,18.637806391612582,79.08744918812198,-56.43940433214438,1.401280720871795,25.014084507042252,33.416666666666664,20.14814814814815,322.1900643000005,-154.65710817000334,-453.86840433999964,-45.219173826760574,11463,218.74279367356075,122.05847397195146,12.205847397195146,120.1225779832542,1201.2257798325418,32.494991654833136,1453.8684043399996,91.01815885497653,291.556812756942,102919.46585518,31576.50716244803,1.2857473003858304,1776,3.0970982142857144,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,31,800.8146470746979,1238.0218068549907,-437.20715978029284,2.8316594986164603,61.29032258064516,40,522.469606729795,1609.1263639174003,-1086.656757187605,1.4808046361226408,42.5,,,,,,,0.8155449510938244,0.2003297724155803
6,COMPLETED,,-0.2132305746418774,3.0,-0.006,0.29999999999999993,-0.024,20,0.019,combined,0.4,0.012,2,NVS,noise_boundary_intraday,1000.0,949.412765619998,0.0,-50.58723438000197,-5.0587234380001975,-50.58723438000192,-5.0587234380001975,0,1,1,0.0,0.0,-50.58723438000192,0.0,0.0,-25.29361719000096,,-50.58723438000192,,11.5,,14.0,-0.0,-50.58723438000192,-106.49374449999902,-10.622723377315252,10933,208.6290642269074,122.05847397195146,12.205847397195146,-17.264570835195343,-172.64570835195343,-1.7178066210404963,1106.4937444999991,-4.571850011032938,-47.50254075252503,22927.258781779998,22241.551263987832,-0.22064231429272718,23,0.04010881696428571,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,0,0.0,0.0,0.0,,,2,-50.58723438000192,0.0,-50.58723438000192,0.0,0.0,,,,,,,-0.2132305746418774,-0.006853023067735778
7,COMPLETED,,-0.3970273030699389,2.6,-0.014,1.8199999999999998,-0.025,8,0.017,vwap,0.1,0.026000000000000002,16,NVS,noise_boundary_intraday,1000.0,761.5412742160006,0.0,-238.4587257839994,-23.84587257839994,-238.4587257839994,-23.84587257839994,6,10,0,37.5,230.69924068999973,-469.1579664739992,0.49173041315666355,0.0,-14.903670361499962,38.449873448333285,-46.915796647399915,0.8195506885944392,34.1875,40.666666666666664,30.3,84.08233842500199,-98.57347602000213,-294.8249084102033,-29.482490841020333,53239,1015.9336641705225,122.05847397195146,12.205847397195146,-36.05171997559509,-360.51719975595086,-8.691533214868208,1294.8249084102033,-18.416291209348216,-80.8814720132876,27471.40804116,15904.418574594614,-0.8680251315357416,547,0.9538922991071428,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,7,-4.606055410199412,168.64500532499815,-173.25106073519757,0.9734139843608839,42.857142857142854,9,-233.85267037380004,62.0542353650016,-295.9069057388016,0.20970864201384057,33.33333333333333,,,,,,,-0.3970273030699389,-0.05498903810883752
8,COMPLETED,,-0.2340345724752771,2.3,-0.006999999999999999,0.6899999999999998,-0.009,14,0.006,time_only,0.30000000000000004,0.013000000000000001,17,NVS,noise_boundary_intraday,1000.0,948.576880285698,0.0,-51.42311971430195,-5.142311971430194,-51.423119714301905,-5.142311971430194,7,8,2,41.17647058823529,84.37760530999999,-135.8007250243019,0.6213339825313923,0.0,-3.0248893949589357,12.053943615714285,-16.975090628037737,0.7100959800358768,31.58823529411765,36.142857142857146,35.5,34.72754754000045,-35.93998121930294,-125.98625945930087,-12.598625945930086,45386,866.0787257845438,122.05847397195146,12.205847397195146,-17.34815936862534,-173.4815936862534,-1.746697494322802,1125.986259459301,-4.566940251917048,-40.81645088519661,14378.678768680698,5959.820728790223,-0.35763452638159315,537,0.9364536830357142,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,3,-43.28087144500002,0.0,-43.28087144500002,0.0,0.0,14,-8.142248269301884,84.37760530999999,-92.51985357930188,0.9119945832780324,50.0,,,,,,,-0.2340345724752771,-0.03041758255129159
9,COMPLETED,,-0.602918034363207,2.3,-0.008,0.45999999999999985,-0.018000000000000002,8,0.016,ladder,0.5,0.016,4,NVS,noise_boundary_intraday,1000.0,893.6566397500009,1.053024334396468e-13,-106.34336024999914,-10.634336024999913,-106.34336024999921,-10.634336024999913,0,3,1,0.0,0.0,-106.34336024999921,0.0,0.0,-26.585840062499802,,-35.447786749999736,,32.0,,42.666666666666664,-0.0,-40.196787999999145,-145.57815930000083,-14.029135144475832,53239,1015.9336641705225,122.05847397195146,12.205847397195146,-22.84018342219506,-228.4018342219506,-3.6833189427789015,1145.5781593000008,-9.282942362918272,-73.04897984789851,20337.062428750003,19.080030850447763,-0.522904232715853,52908,92.26422991071429,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,0,0.0,0.0,0.0,,,4,-106.34336024999921,0.0,-106.34336024999921,0.0,0.0,,,,,,,-0.602918034363207,-0.04777924081519035
10,COMPLETED,,0.8439699666216376,0.5,-0.018000000000000002,0.45,-0.03,13,0.013000000000000001,time_only,0.30000000000000004,0.007,504,NVS,noise_boundary_intraday,1000.0,2789.836842585709,0.0,1789.8368425857088,178.98368425857086,1789.836842585711,178.98368425857086,264,235,5,52.38095238095239,31169.753492657925,-29379.916650072213,1.0609204193430315,0.0,3.5512635765589504,118.06724807824972,-125.0209219152009,0.9443799187333803,52.10912698412698,53.00757575757576,51.4468085106383,851.1319198599977,-965.8005806250122,-3832.3363764194355,-70.02769975259253,27624,527.1352117629278,122.05847397195146,12.205847397195146,166.7778368613757,1667.7783686137573,40.84048399418436,4832.3363764194355,37.0387469572618,46.703542350788155,220071.55007474998,32950.957324437586,0.8132976943079517,26263,45.799037388392854,57344,2018-01-02 09:30:00,2020-12-31 15:55:00,257,-280.09315066540285,14795.019434049154,-15075.11258471456,0.9814201619330255,48.249027237354085,247,2069.929993251113,16374.734058608763,-14304.804065357654,1.1447017368286727,56.68016194331984,,,,,,,0.8439699666216376,0.7275695925434521
