entry_time,exit_time,side,quantity,entry_price,exit_price,gross_pnl,commission,net_pnl,entry_order_id,exit_order_id,exit_comment,is_partial_exit,parent_entry_order_id,entry_bar_idx,exit_bar_idx,bars_held
2022-01-21 10:05:00,2022-01-21 10:30:00,short,22.834931,76.16,76.07,2.055143790000078,0.0,2.055143790000078,entry_short_2022-01-21 10:00:00,exit_VWAPExitRule_2022-01-21 10:30:00,VWAP Cross Up,False,,1021,1026,5
2022-01-21 12:15:00,2022-01-21 15:40:00,short,44.712309,75.97,74.99,43.81806282000017,0.0,43.81806282000017,entry_short_2022-01-21 12:10:00,exit_TimeExitRule_2022-01-21 15:40:00,Time threshold reached,False,,1047,1088,41
2022-01-24 11:40:00,2022-01-24 13:10:00,short,20.245831,71.4414,72.34,-18.192903736600037,0.0,-18.192903736600037,entry_short_2022-01-24 11:35:00,exit_VWAPExitRule_2022-01-24 13:10:00,VWAP Cross Up,False,,1118,1136,18
2022-01-25 09:50:00,2022-01-25 11:15:00,short,2.693899,75.63,76.51,-2.370631120000026,0.0,-2.370631120000026,entry_short_2022-01-25 09:45:00,exit_VWAPExitRule_2022-01-25 11:15:00,VWAP Cross Up,False,,1174,1191,17
2022-01-25 11:40:00,2022-01-25 12:05:00,short,15.269662,76.56,76.5,0.9161797200000348,0.0,0.9161797200000348,entry_short_2022-01-25 11:35:00,exit_VWAPExitRule_2022-01-25 12:05:00,VWAP Cross Up,False,,1196,1201,5
2022-01-25 12:20:00,2022-01-25 12:20:00,short,21.702506,76.52,76.52,-0.0,0.0,-0.0,entry_short_2022-01-25 12:15:00,exit_VWAPExitRule_2022-01-25 12:20:00,VWAP Cross Up,False,,1204,1204,0
2022-01-25 12:45:00,2022-01-25 12:55:00,short,26.787926,76.56,76.31,6.6969815,0.0,6.6969815,entry_short_2022-01-25 12:40:00,exit_VWAPExitRule_2022-01-25 12:55:00,VWAP Cross Up,False,,1209,1211,2
2022-01-25 13:05:00,2022-01-25 13:05:00,short,31.848652,76.39,76.39,-0.0,0.0,-0.0,entry_short_2022-01-25 13:00:00,exit_VWAPExitRule_2022-01-25 13:05:00,VWAP Cross Up,False,,1213,1213,0
2022-01-25 14:40:00,2022-01-25 15:40:00,long,42.927714,78.32,78.11,-9.014819939999732,0.0,-9.014819939999732,entry_long_2022-01-25 14:35:00,exit_TimeExitRule_2022-01-25 15:40:00,Time threshold reached,False,,1232,1244,12
2022-01-26 10:15:00,2022-01-26 12:25:00,short,10.610503,80.76,81.30000000000001,-5.729671620000066,0.0,-5.729671620000066,entry_short_2022-01-26 10:10:00,exit_VWAPExitRule_2022-01-26 12:25:00,VWAP Cross Up,False,,1257,1283,26
2022-01-26 14:45:00,2022-01-26 15:40:00,short,11.215538,80.89,79.37,17.047617759999955,0.0,17.047617759999955,entry_short_2022-01-26 14:40:00,exit_TimeExitRule_2022-01-26 15:40:00,Time threshold reached,False,,1311,1322,11
2022-01-27 12:15:00,2022-01-27 15:40:00,short,42.586775,80.25,80.42,-7.239751750000073,0.0,-7.239751750000073,entry_short_2022-01-27 12:10:00,exit_TimeExitRule_2022-01-27 15:40:00,Time threshold reached,False,,1359,1400,41
2022-01-31 10:00:00,2022-01-31 15:15:00,long,28.496438,82.27999999999999,82.68,11.398575200000568,0.0,11.398575200000568,entry_long_2022-01-31 09:55:00,exit_VWAPExitRule_2022-01-31 15:15:00,VWAP Cross Down,False,,1488,1550,62
2022-01-31 15:25:00,2022-01-31 15:40:00,long,41.445065,82.72,82.97,10.36126625,0.0,10.36126625,entry_long_2022-01-31 15:20:00,exit_TimeExitRule_2022-01-31 15:40:00,Time threshold reached,False,,1552,1555,3
2022-02-01 09:50:00,2022-02-01 11:25:00,short,7.730678,80.96,80.44,4.019952559999969,0.0,4.019952559999969,entry_short_2022-02-01 09:45:00,exit_VWAPExitRule_2022-02-01 11:25:00,VWAP Cross Up,False,,1563,1582,19
2022-02-01 11:35:00,2022-02-01 11:35:00,short,31.06323,80.865,80.865,-0.0,0.0,-0.0,entry_short_2022-02-01 11:30:00,exit_VWAPExitRule_2022-02-01 11:35:00,VWAP Cross Up,False,,1584,1584,0
2022-02-01 11:45:00,2022-02-01 11:45:00,short,30.405465,81.09,81.09,-0.0,0.0,-0.0,entry_short_2022-02-01 11:40:00,exit_VWAPExitRule_2022-02-01 11:45:00,VWAP Cross Up,False,,1586,1586,0
2022-02-01 12:30:00,2022-02-01 12:30:00,short,56.052017,81.0,81.0,-0.0,0.0,-0.0,entry_short_2022-02-01 12:25:00,exit_VWAPExitRule_2022-02-01 12:30:00,VWAP Cross Up,False,,1595,1595,0
